Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
09/12/24,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Received bad information about your loan,,None,"Navient Solutions, LLC.",HI,96706,Servicemember,Consent not provided,Web,09/12/24,Closed with explanation,Yes,N/A,10097553
07/21/24,Student loan,Private student loan,Dealing with your lender or servicer,Received bad information about your loan,I XXXX  from XXXX XXXX XXXX in XXXX. I have applied for a Borrower Defense to Repayment for loan forgiveness. Currently I have not heard anything regarding the status of this loan forgiveness application. I have also emailed Navient requesting their Navient school misconduct discharge application XX/XX/XXXX with no response from them.,None,"Navient Solutions, LLC.",OH,44138,None,Consent provided,Web,07/22/24,Closed with explanation,Yes,N/A,9573254
09/18/24,Student loan,Private student loan,Dealing with your lender or servicer,Received bad information about your loan,"I requested and was approved for a Private Student Loan Misconduct Application from Navient after previously submitting a CFPB complaint. This was prior to the applications being widely available, when they were sending them out on a case by case basis after determining if a students loans were eligible to apply. 

My Federal Student Loans have been forgiven through the Borrower Defense to Repayment, due to widespread misconduct from XXXX XXXX XXXX There have already been several settlements from Navient for widespread, unfair and deceptive student loan servicing practices and abuses in originating predatory student loans for for-profit schools, such as XXXX XXXX XXXX 

They held onto my application for 45 days before denying my application and provided me with the following reason : Navient carefully considers a variety of factors in determining whether a private loan should be discharged based on school misconduct and you do not meet the requirements for discharge based on misconduct by your school. I contacted Navient customer service for clarification per instructions on the denial and the only answer I was given was customer service doesnt know what criteria these loans applications are judged by so ( they ) cant help. 

There is no actual reason for the Denial given. This is another dishonest action from Navient to keep student loan borrowers indebted to them. There is overwhelming evidence of misconduct on behalf of both Navient and XXXX XXXX  XXXX tied to these loans. 

There is no reason my application should have been denied.",None,"Navient Solutions, LLC.",CA,92881,None,Consent provided,Web,09/18/24,Closed with explanation,Yes,N/A,10160143
10/01/24,Student loan,Private student loan,Dealing with your lender or servicer,Problem with customer service,,None,"Navient Solutions, LLC.",TX,78251,None,Consent not provided,Web,10/01/24,Closed with explanation,Yes,N/A,10292466
12/25/24,Student loan,Private student loan,Getting a loan,Loan opened without my consent or knowledge,"I was told that all loans were federal loans and that I had a fixed interest rate. After finding out that was not true, I tried to consolidate the loans into a fixed rate and was told I could not transfer of change the terms of my loans. This happened over several years and I did not find out until after I graduated what I would be paying. I found over XXXX loans from Navient that I did not agree to during my education. I asked multiple times for copies of my signature on any loan forms and was never provided a copy with my actual signature. There were loan papers that had an electronic signature that did not match the spelling of my last name.",None,"Navient Solutions, LLC.",AZ,85718,None,Consent provided,Web,12/25/24,Closed with explanation,Yes,N/A,11262472
10/15/24,Student loan,Private student loan,Dealing with your lender or servicer,Trouble with how payments are being handled,,None,"Navient Solutions, LLC.",PA,19082,None,Consent not provided,Web,10/15/24,Closed with explanation,Yes,N/A,10445665
03/20/24,Student loan,Private student loan,Dealing with your lender or servicer,Co-signer,,None,"Navient Solutions, LLC.",IL,61115,None,Consent not provided,Web,03/20/24,Closed with explanation,Yes,N/A,8585369
12/11/24,Student loan,Private student loan,Dealing with your lender or servicer,Received bad information about your loan,,None,"Navient Solutions, LLC.",MA,02027,Older American,Consent not provided,Web,12/18/24,Closed with explanation,Yes,N/A,11115282
06/11/24,Student loan,Private student loan,Struggling to repay your loan,Can't get other flexible options for repaying your loan,,None,"Navient Solutions, LLC.",ID,83705,None,N/A,Referral,06/13/24,Closed with explanation,Yes,N/A,9255678
05/30/24,Student loan,Private student loan,Dealing with your lender or servicer,Received bad information about your loan,,None,"Navient Solutions, LLC.",NC,28173,None,Consent not provided,Web,05/30/24,Closed with explanation,Yes,N/A,9137964
04/25/24,Student loan,Private student loan,Struggling to repay your loan,Can't get other flexible options for repaying your loan,"I withdrew a total of 3 private student loans with XXXX XXXX to pay for remainders of semesters for my XXXX program  between XXXX. The total cost of the XXXX loans were {$13000.00}. Navient took over my loans in XXXX and I have since paid over {$19000.00} as of XXXX and yet my balance is still over {$22000.00}. Not only has my monthly payment tripled, there is no end in site to paying these loans off. From XXXX to XXXX, I had difficulty paying this loan consistently which affected my credit severely. I additionally underwent bankruptcy in XXXX where private student loans were reportedly not able to be included. During this time, and multiple times throughout the years, my private student loans were recommended to be placed into forbearance. 

Since I have graduated with a XXXX 's and am currently obtaining my XXXX degree, I have not used any more private student loans and have been able to make scheduled payments. But it does not affect the principle due to the high interest rates. I reached out to Navient in XXXX, XXXX to determine if I was included in the debt settlement publicized in XXXX in which I received a letter saying I was not included in the debt settlement as I was "" appropriately '' placed into forbearance and did not have financial hardship. This is simply not true ( my lowest credit score was XXXX throughout this time and previously mentioned bankruptcy in XXXX ( chapter XXXX ). I also requested my loans to be either consolidated or settled with a fixed interest rate as my interest rates are now between XXXX and 15 % depending on the loan. I was told this was not offered and they directed me to a third party ( XXXX ) for private loan debt consolidation. 

These private student loans are simply payday loans that young adults ( such as myself at XXXX years old ) do not understand and are unable to comprehend the potential repercussions of and how they will affect you long term. Sallie Mae/Navient has been a company that feeds off those who don't have other avenues to pay for education and trap them into lifelong payments. I feel I was overlooked for potential settlement and am not being given a clear reason as to why I was not included. I also feel that this company is NOT protecting consumer rights as deferment options were pushed multiple times throughout the process following obtaining these loans versus repayment options that are feasible.",None,"Navient Solutions, LLC.",MO,640XX,None,Consent provided,Web,04/25/24,Closed with explanation,Yes,N/A,8854929
05/02/24,Student loan,Private student loan,Struggling to repay your loan,Can't get other flexible options for repaying your loan,"Dates : XX/XX/XXXX - XX/XX/XXXX Total Current Balance : {$100000.00} XXXX of students were XXXX by Navient into taking out XXXX private loans to attend for profit online schools such as the one I attended, XXXX XXXX XXXX XXXX  XXXX XXXX XXXX. Because of the numerous claims of fraud and misconduct perpetrated by these online for profit schools, such as XXXX XXXX XXXX XXXX  XXXX XXXX XXXX, I was able to file a XXXX XXXX claim with the Dept. of Education against XXXX XXXX XXXX XXXX  XXXX XXXX XXXX, and my Fed. loans of {$78000.00} were discharged and my credit repaired. 
My XXXX XXXX Claim was also part of the Sweet Vs. Cardona settlement for which I was a full class member. 
I am aware that Navient was sued by XXXX state AGs regarding their predatory loans to attend these online for-profit schools and that XXXX XXXX/Navient were a "" preferred '' lending company in a "" deal '' with these schools during the early 2000 's. These private loans with a high risk of default were part of a package deal offered to "" for profit online schools ''. But loans made to students in states outside of the agreement, or those who were not in default for XXXX months or more during a "" specific '' time frame, were excluded. I am sure this was a big win for Navient, but what a XXXX of a settlement deal for the rest of borrowers XXXX  into taking loans to at least XXXX for profit online schools. After the AG settlement, didn't Navient also get out of the Federal student loan business due to scrutiny from lawmakers and borrower advocates? Didn't Navient have to pay restitution to the Federal student loan borrowers for not informing students of XXXX payments students could have enrolled in, but instead steered toward XXXX? Furthermore, hasn't Navient been sued at least a XXXX XXXX times for other XXXX loan practices and illegal collection practices? 
I am also aware of a "" pilot '' program by which Navient is sending out "" applications '' to select students who may have filed XXXX XXXX claims against their schools and were approved. This application is a XXXX. Why do we need to prove anything? Navient knows who we are. Under the FTC "" XXXX XXXX '' Navient is liable for giving predatory loans in connection with online for-profit schools. Time is running out for Navient to do right by students who were XXXX into taking out private loans to attend online for profit colleges who have committed misconduct and misrepresented themselves to the public to entice students to enroll. Senator XXXX XXXX has sent a letter to Navient 's CEO asking to discharge these loans NOW! It's time Navient do the right thing and discharge all these predatory private loans made to attend online for profit schools NOW!",None,"Navient Solutions, LLC.",CA,92704,None,Consent provided,Web,05/03/24,Closed with explanation,Yes,N/A,8913588
06/28/24,Student loan,Private student loan,Dealing with your lender or servicer,Trouble with how payments are being handled,"I am writing to file a formal complaint against Navient concerning the handling of my private student loans obtained to finance my education at a for-profit predatory school involved in the XXXX XXXX XXXX lawsuit. My details are as follows : I enrolled in XXXX XXXX XXXX ( XXXX XXXX XXXX ) and transferred to XXXX XXXX XXXX XXXXXXXX XXXX XXXXXXXX and financed my education through private student loans serviced by Navient. Since completing my education, I have encountered numerous issues and concerns related to the loans and Navient 's practices, which I believe warrant investigation and action by your office. 

Specifically, my complaints against Navient include : 1. **Predatory Lending Practices** : The school misled students about the quality of education, career prospects upon graduation, and the true cost of attendance. The loans were granted without proper assessment of my ability to repay, and the interest rates were exorbitant. 

2. **Misleading Information** : Throughout my interactions with Navient, I have experienced instances of misleading or incomplete information regarding repayment options, interest rates, and eligibility for loan forgiveness programs.

3. **Servicing Issues** : Difficulty in accessing accurate loan information, frequent errors in billing statements, and challenges in receiving timely and accurate responses to inquiries or requests for assistance. 

4. **Lack of Support** : Despite attempting to work with Navient to explore repayment options or seek relief, I have encountered obstacles and a lack of proactive support in managing my student loan debt.

5. **Impact on Financial Well-being** : The financial burden imposed by these loans has had a significant and detrimental impact on my financial stability and overall well-being. 

Given the significant issues outlined above and the ongoing legal concerns related to the XXXX XXXX XXXX lawsuit involving similar predatory practices, I am requesting that the Consumer Financial Protection Bureau thoroughly investigate Navient 's handling of private student loans associated with for-profit predatory schools. I also request that appropriate actions be taken to protect consumers like myself who have been adversely affected by these practices. 

I started my started my college education at XXXX XXXX XXXX XXXX XXXX XXXX XXXX ), a predatory for-profit school in XX/XX/XXXX. I then transferred to XXXX XXXX XXXX XXXX XXXX XXXXXXXX, another predatory for-profit school, in XX/XX/XXXX. Both of these schools are on the list of schools in the XXXX XXXX XXXX lawsuit. 

This is an explanation of all loans financed/owned by Navient ( Sallie Mae ) that I received to completed my college journey : XXXX XXXX XXXX XXXX XXXX Signature Student - XX/XX/XXXX - {$13000.00} XXXX XXXX - Subsidized - XX/XX/XXXX - {$2600.00} XXXX Signature Student - XX/XX/XXXX - {$15000.00} XXXX XXXX XXXX Subsidized - XX/XX/XXXX - {$2300.00} Total : XXXX Student = {$29000.00} / XXXX  Subsidized = {$4900.00} Transferred to XXXX XXXXXXXX XXXX XXXX XXXX Technology XX/XX/XXXX : XXXX XXXX XXXX XXXX XXXX XX/XX/XXXX XXXX {$1300.00} XXXX XXXX - Subsidized - XX/XX/XXXX - {$3500.00} XXXXXXXX XXXX XXXX XXXX XXXXXX/XX/XXXX - {$5300.00} Navient ( Sallie Mae ) consolidated all XXXX - Subsidized loans into the loan below : XXXX XXXX - XX/XX/XXXX - {$7900.00} Navient ( Sallie Mae ) also consolidated all my private Signature Student loans from XXXX XXXX XXXX with XXXX XXXXXXXX XXXX XXXX XXXX XXXX to get the below loan : XXXX XXXX XXXX - XX/XX/XXXX XXXX {$34000.00} Once I started paying on all my loans after the grace period ended after my graduation from XXXX XXXXXXXX XXXX XXXX XXXX XXXX these are the amounts paid : XXXX Career Training XXXX XX/XX/XXXX XXXX {$5300.00} - paid {$8200.00} ( fully paid off on XX/XX/XXXX ) XXXX Consolidation - XX/XX/XXXX - {$7900.00} - paid {$9000.00} ( XX/XX/XXXX through XX/XX/XXXX ) still owed - {$4900.00} XXXX Private Consolidation - XX/XX/XXXX - {$34000.00} - paid {$27000.00} ( XX/XX/XXXX through XX/XX/XXXX ) still owed - {$19000.00} I paid a total of {$44000.00} on all loans serviced and owned by Navient ( Sallie Mae ) from XXXX through XXXX. I still owed Navient a total of {$24000.00} On XX/XX/XXXX Navient ( Sallie Mae ) convinced me to refinance that {$24000.00} amount through Navient using their own company called NaviXXXX so that I could lower my interest rate. I agreed to this as a lower interest rate sounded good to me. Since XX/XX/XXXX, I have given an additional total payment amount of {$14000.00} as of today. I still owe Navient {$15000.00}. 

The total amount of all loans financed and owned by Navient for schooling was {$47000.00} and have paid from XXXX, to the current day, a total of {$59000.00} and still owe Navient {$15000.00} for a grand total of {$74000.00} when my last payment is due in XXXX. 


I have attached every loan from Navient ( Sallie Mae ) and the payment history for each one of those loans.",None,"Navient Solutions, LLC.",NJ,072XX,None,Consent provided,Web,06/28/24,Closed with explanation,Yes,N/A,9375593
06/07/24,Student loan,Private student loan,Struggling to repay your loan,Can't temporarily delay making payments,I got this loan from saile Mae I didn't know that it was a private student loan at the time I've been making payments over 10 years and I owe more than I originally received over 15 years ago,None,"Navient Solutions, LLC.",NC,28314,Servicemember,Consent provided,Web,06/07/24,Closed with explanation,Yes,N/A,9204857
08/16/24,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Trouble with how payments are being handled,"I received a letter today stating that Navient is selling my loan to another provider. It feels as though this institution is passing the buck to another provider. Because of Navient 's claim that their invoices for my payment have been returned to them in the mail since XX/XX/XXXX, in XX/XX/XXXX they reported XXXX delinquent accounts to my credit report. This dropped my XXXX XXXX XXXX points. 

Let me be clear that Navient has had this correct mailing address for at least the past 5 years. If they did not have my correct address for the past 8 months, it was a problem on their end. I strongly believe that the trouble they brought on my family and myself because of something that they have done on their end is worth more than the write-off of {$4400.00}. 

No wonder this company has been sued for overcharging students. Where is their integrity? 

The letter regarding the selling of the loans to XXXX is dated XX/XX/XXXX. The postmark on the envelope is XX/XX/XXXX. Today 's date is XX/XX/XXXX. I have attached a copy of the letter that shows the date as well as the envelop with the stamped date for your review. Why would it take 5 days for a letter to reach the post office? 

This complaint is related to XXXX.",None,"Navient Solutions, LLC.",TN,37421,None,Consent provided,Web,08/16/24,Closed with explanation,Yes,N/A,9825666
06/23/24,Student loan,Private student loan,Dealing with your lender or servicer,Received bad information about your loan,,None,"Navient Solutions, LLC.",GA,30043,None,Consent not provided,Web,06/23/24,Closed with explanation,Yes,N/A,9341826
09/12/24,Student loan,Federal student loan servicing,Struggling to repay your loan,Problem with your payment plan,"I consolidated my XXXX loans with Navient in XXXX upon completion of my graduate school education. I enrolled in a plan that through graduated payments over a period of 20 years would pay off the almost {$60000.00} principal balance. Over the course of the next 20 years I made almost {$60000.00} in payments however due to shoddy loan management practiced, the misapplication of payments, and the misrepresentation of how interest and penalties accrued during and after deferment and forbearance periods the balance outstanding remained right at the {$60000.00} balance due. This caused a large amount of strain and stress on me financially and mentally. Knowing that I had acted in good faith by never going into default over 20 years and faithfully making payments yet I had gotten no where on the balance owed and had nowhere to turn for help in disputing this treatment from this student loan servicing behemoth.",None,"Navient Solutions, LLC.",MO,XXXXX,None,Consent provided,Web,09/12/24,Closed with explanation,Yes,N/A,10097320
04/12/24,Student loan,Private student loan,Struggling to repay your loan,Can't temporarily delay making payments,Between XX/XX/XXXX and XX/XX/XXXX I attended The XXXX XXXX of XXXX. During that time I was pulled out of class and told by the financial aid department that I had to sign a document to continue getting federal financial aid. If I didn't sign the document I would be disenrolled and my student loans would come due. This was absolutely terrifying for me. They made it seem as though I had not filled out all my paperwork properly and that I needed to sign asap to rectify the situation. As an XXXX XXXX XXXX I didn't think anything of it. I was still living at home with my parents and didn't have any experience with loans or credit. When I graduated I tried to find a job in my field and quickly learned that my degree was useless and I'd essentially dedicated XXXX years of my life to a scam. I also found out that not all my loans were with the federal government. When I looked into my loans I was then informed that I had over $ XXXX in private loans. Today those loans are over $ XXXX and I've been paying on them for XXXX years. Originally Navient told me to put them in forbearance which I did. After that I was told the only option was to make principal only payments. Today they are refinanced through XXXX XXXX which I'm not sure helped or if that was a way to get them out of their original form to avoid any sort of relief.,None,"Navient Solutions, LLC.",OR,97080,None,Consent provided,Web,04/12/24,Closed with explanation,Yes,N/A,8755392
09/24/24,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Trouble with how payments are being handled,"My spouse an I have a FFEL Joint Consolidation Loan ( privately owned ) that originated in XXXX  in amount of {$88000.00}. Since XXXX  we have made XXXX payments totaling {$110000.00}. However, as of today XXXX Navient ( servicer ) claims we owe {$120000.00} on this loan. This is outrageous and impossible. For the past 18 years we have made XXXX payments totaling {$110000.00}, yet the loan servicer claims we owe {$120000.00} on this loan?! This loan should be the poster child for student loan abuse. The actions of Navient and the owner of the loan are unfair, deceptive, and unconscionable. The loan should be paid in full at this point. We am asking that Navient and the owner adjust the loan to a XXXX balance. Thank you!",None,"Navient Solutions, LLC.",OH,441XX,None,Consent provided,Web,09/24/24,Closed with explanation,Yes,N/A,10236995
07/15/24,Student loan,Private student loan,Dealing with your lender or servicer,Problem with customer service,"On XX/XX/XXXX at XXXX, I sent a new email to Navient at advocate @ navient.com regarding a School Misconduct Application. My prior application was denied on XX/XX/XXXX, I was not provided an adequate reason for denial and filed a CFPB complaint. Navient did not provide an adequate reason for my denial, but did provide that I was in an appeal process. I noticed I was taken out of Forbearance on my student loans. I was not provided information if my "" appeal '' was denied. In addition, I requested on XX/XX/XXXX via email information including "" why I was denied, if I can resubmit, if I can appeal '', and Navient has not responded to me.",None,"Navient Solutions, LLC.",VA,242XX,None,Consent provided,Web,07/15/24,Closed with explanation,Yes,N/A,9515762
09/11/24,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Problem with customer service,Student loans was sold with out my permission or signature or knowledge.,None,"Navient Solutions, LLC.",IL,60660,None,Consent provided,Web,09/11/24,Closed with explanation,Yes,N/A,10070017
07/15/24,Student loan,Private student loan,Struggling to repay your loan,Can't get other flexible options for repaying your loan,,None,"Navient Solutions, LLC.",PA,17055,None,Consent not provided,Web,07/15/24,Closed with explanation,Yes,N/A,9516424
05/04/24,Student loan,Private student loan,Dealing with your lender or servicer,Trouble with how payments are being handled,"Hello, I applied for a XXXX XXXX XXXX  discharge due to fraudulent practices by my school. My status is pending, but I qualify for the loan discharge announced by the XXXX XXXX and the XXXX  on XX/XX/XXXX, as my school was the XXXX XXXX XXXX XXXX XXXX 

I understand that the loan discharge announced is only for federal loans. What I'm inquiring about now is how to receive assistance with the private loans I currently hold. I am aware that Navient has released a XXXX XXXX called the "" Navient XXXX XXXX XXXX. '' It appears the terms would apply to my current circumstances, so I would like to be sent this application as well. I was told I could contact the CFPB for additional information and assistance. 

Thank you for your time, XXXX XXXX",None,"Navient Solutions, LLC.",OH,45040,None,Consent provided,Web,05/04/24,Closed with explanation,Yes,N/A,8929208
12/19/24,Student loan,Federal student loan servicing,Struggling to repay your loan,Problem lowering your monthly payments,"I believe that i was a victim of XXXX separate instances with my student loan. 

First, I felt like I was being pressured and mislead into taking on a loan at such a young age not knowing exactly what i signed up for. I was promised to be helped in finding a job and told this was the best decision i would i make and it would pay itself off. Non of that happened, the education was sub par at best. 

Secondly, I feel i was a victim of XXXX XXXX tactics to steer me into forbearances when there were other options. Most of this happened at the beginning of XXXX  and throughout the following years. If i called them and was unable to make XXXX payment or a full payment, they would steer me into a forbearance without offering me any other options for months at a time. This has happened repeatedly while my loan was being serviced by them. 

I'm not sure what actions can be taken now but if you need any further information from me, feel reach to back out. 

Thank you for your help, XXXX XXXX XXXX",None,"Navient Solutions, LLC.",KY,XXXXX,None,Consent provided,Web,12/19/24,Closed with explanation,Yes,N/A,11221428
05/21/24,Student loan,Federal student loan servicing,Improper use of your report,Reporting company used your report improperly,,None,"Navient Solutions, LLC.",MN,55409,None,Consent not provided,Web,05/21/24,Closed with explanation,Yes,N/A,9062763
08/01/24,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Received bad information about your loan,"I have previously applied for direct consolidation with the department of Education and to have my loans serviced by XXXX. My student loans are currently being held hostage by Navient and I no longer want them as my servicer. I have 16 years of payment history I will lose without the direct consolidation according to the new SAVE plan thats available. I have received the response back multiple times that my direct loan consolidation has been denied due to code XXXX XXXX or XXXX. I am neither dead nor XXXX and have spent multiple hours of my time trying to get this corrected. 

XXXX has informed me that Navient uses code XXXX Dead or XXXX to hold FFELP loans hostage and refusing to release them for direct consolidation for any loans with an open claim. I have an open claim for Borrowers Defense since XXXX that was approved in part of the XXXX XXXX XXXX lawsuit. Navient has not discharged the student loans that are part of this lawsuit, to date. They were instructed to discharge them back in XX/XX/XXXX but to date still have failed to do so. So Navient is refusing to follow the court ordered discharge and refusing to release my loans to another servicer. My loans are literally being held hostage by Navient.",None,"Navient Solutions, LLC.",CO,80013,None,Consent provided,Web,08/01/24,Closed with explanation,Yes,N/A,9683520
09/13/24,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Need information about your loan balance or loan terms,"On XX/XX/year>, I sent Affidavits of Truth, notarized under the penalty of perjury, to Navient, "" Customer Advocate '' XXXX XXXX XXXX XXXX XXXX ( CFO ) requesting a full disclosure and accuracy of debt. 

These are the items I requested for disclosure : The original Navient loan application with the signature of all parties involved. 
Navient 's agreement and terms, including all amendments and modifications to the original loan agreement. 
A detailed breakdown of the loan amount, including the principal, interest, fees, and other charges. 
Complete payment history for the loan, including all payments made, dates, amounts, and how they were applied ( interest, principal, fees ). 
Documentation of the chain of ownership or assignment of the loan, including any transfers or sales to third parties. 
Evidence that the Navient loan or agreement was not securitized or sold to any entity, including the United States Securities and Exchange Commission. 
The name and address of the true original creditor, Navient is a servicer and not the original creditor. 
Evidence of value or equal consideration provided by Navient in connection with this loan. 
Evidence that the statute of limitations on the loan has not expired. 
Navient s loan servicing records, including any adjustments, fees, interest rate changes, or modifications made to the account. 
A binding legal agreement between XXXX XXXX and Navient. 
Full account activity records, showing all financial transactions related to the loan, including payment applications, interest accruals, fees, and any other charges or adjustments. 

Laws Violated Truth in Lending Act ( TILA ) - 15 U.S.C. 1601 et seq.

Fair Credit Reporting Act ( FCRA ) - 15 U.S.C. 1681 et seq.

Consumer Financial Protection Bureau ( CFPB ) Regulations Navient, "" Customer Advocate XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  ) were provided more than 60 business days to satisfy my lawful request for disclosure. It's been close to a year and they continue to fail to provide my lawful request fully. Instead, they sent old printout statements that prove nothing and don't come close to satisfying my request for disclosure.

Laws Violated Truth in Lending Act ( TILA ) - 15 U.S.C. 1601 et seq Fair Credit Reporting Act ( FCRA ) - 15 U.S.C. 1681 et seq Consumer Financial Protection Bureau ( CFPB ) Regulation Uniform Commercial Code ( UCC ), Article 9 XXXX XXXX, XXXX XXXX, and Navient continue to expect payment while reporting incorrect information and late payments on my private consumer report. This is a total violation of my consumer rights. XXXX XXXX, XXXX XXXX, and Navient continue to fail at proving if the debt is valid and accurate. I've contested this with XXXX and XXXX but Navient continues to spread false and incorrect information about this account while operating in default by grossly failing a request for disclosure and accuracy of debt. This has caused unnecessary hardship in my daily life and has caused me to miss out on financial opportunities that required my credit to be at its normal score. 

Laws Violated Fair Credit Reporting Act ( FCRA ) - 15 U.S.C. 1681 et seq Truth in Lending Act ( TILA ) - 15 U.S.C. 1601 et seq Consumer Financial Protection Bureau ( CFPB ) Regulations Florida Consumer Collection Practices Act ( FCCPA )- Fla. Stat. 559.55 et seq Florida Deceptive and Unfair Trade Practices Act ( FDUTPA ) - Fla. Stat. 501.201 et seq Florida Fair Credit Reporting Act ( FFCRA ) - Fla. Stat. 501.005 My last correspondence email was to Navient 's Board of Directors, the "" Guarantor '' of the account Trellis Company, and to XXXX XXXX. This was another attempt to enforce my rights while escalating the matter. 

To my surprise, my enforcement affidavit was effective as I saw XXXX XXXX  return to my credit score, This was a clear admission to Navient 's unlawful practices. Unfortunately, XXXX XXXX, XXXX XXXX, and Navient are still reporting incorrect information and expressing missed payments while in breach of federal and state law. All communication has ceased as XXXX XXXX, along with all Navient employees and affiliates, have stopped responding to me. 

Laws Violated Fair Credit Reporting Act ( FCRA ) - 15 U.S.C. 1681 et seq Truth in Lending Act ( TILA ) - 15 U.S.C. 1601 et seq Florida Consumer Collection Practices Act ( FCCPA )- Fla. Stat. 559.55 et seq I also blame XXXX, XXXX, and XXXX for my current financial hardship. I've attempted to ensure they don't allow unlawful companies like Navient to report incorrect information onto my private credit profile, but they ignored my request and evidence while taking the word of XXXX XXXX, XXXX XXXX, and Navient. 

Law Violated Fair Credit Reporting Act ( FCRA ) - 15 U.S.C. 1681 et seq.

I am fully prepared to escalate this matter beyond the CFPB complaint, including pursuing state and federal adjudication, where XXXX XXXX and XXXX XXXX will be named as defendants. In addition to this, I will take the following actions : File IRS Forms 3949-A and 211 : I will contact the IRS to request an audit and investigation into potential tax-related violations by submitting forms 3949-A ( Information Referral ) and 211 ( Whistleblower Award for Reporting Tax Violations ).

Contact the Federal Trade Commission ( FTC ) : I will file a complaint with the FTC to address unfair or deceptive practices by Navient, as they are in violation of consumer protection laws. 

Notify the Attorney General : I will also escalate this issue to the Attorney General in both my state and at the federal level, requesting an investigation into Navients unlawful actions. 

These steps will ensure that all involved, including XXXX XXXX XXXX XXXX XXXX, will be held accountable under the penalty of perjury and that they can not evade the legal consequences of their actions.",None,"Navient Solutions, LLC.",FL,32907,None,Consent provided,Web,09/20/24,Closed with explanation,Yes,N/A,10113612
08/24/24,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Need information about your loan balance or loan terms,,None,"Navient Solutions, LLC.",VA,22304,None,Consent not provided,Web,08/24/24,Closed with explanation,Yes,N/A,9899532
05/09/24,Student loan,Private student loan,Dealing with your lender or servicer,Don't agree with the fees charged,"Navient, sent a School Misconduct Discharge application, and I submitted this. On, XX/XX/XXXX they denied my application. My Application was against XXXX  XXXX XXXX, a school with a well documented history of Misconduct and abuse. In fact, I submitted over XXXX pages of evidence of misconduct. Including evidence of court cases, XXXX XXXX, and direct proof of misconduct. My claim was involving deceptive marketing, advertisement, and high pressured recruiting, where the recruiters are trained to use deceptive tactics. 

I'm a member of XXXX  XXXX XXXX, where the DOE XXXX my Federal Loans for a Borrowers Defense case. 

Thousands of students were scammed by Navient into taking out predatory private loans to attend for profit online schools such as the one I attended, XXXX  XXXX XXXX As a matter of fact, XXXX XXXX XXXXXXXX was investigated by Because of the numerous claims of fraud and misconduct perpetrated by these online for profit schools, such as XXXX XXXX XXXXXXXX XXXX I was able to file a Borrower Defense claim with the Dept. of XXXX XXXX University XXXX XXXX, and my Fed. loans of XXXX were XXXX and my credit repaired. 

My XXXX XXXX XXXX was also part of the XXXX XXXX XXXX settlement for which I was a full class member. 

I am aware that Navient was sued by XXXX state AGs regarding their predatory loans to attend these online for-profit schools and that XXXX XXXX/Navient were a "" preferred '' lending company in a "" deal '' with these schools during the early XXXX 's. These private loans with a high risk of default were part of a package deal offered to "" for profit online schools ''. But loans made to students in states outside of the agreement, or those who were not in default for XXXX  months or more during a "" specific '' time frame, were excluded. I am sure this was a big win for Navient, but what a sham of a settlement deal for the rest of borrowers scammed into taking loans to at least XXXX for profit online schools. After the AG settlement, didn't Navient also get out of the Federal student loan business due to scrutiny from lawmakers and borrower advocates? Didn't Navient have to pay restitution to the Federal student loan borrowers for not informing students of IDR/IBR payments students could have enrolled in, but instead steered toward forbearance? Furthermore, hasn't Navient been sued at least a half dozen times for other predatory loan practices and illegal collection practices? 
I am also aware of a "" pilot '' program by which Navient is sending out "" applications '' to select students who may have filed Borrower Defense claims against their schools and were approved. This application is a sham. Why do we need to prove anything? Navient knows who we are. Under the FTC "" Holder Rule '' Navient is liable for giving predatory loans in connection with online for-profit schools. Time is running out for Navient to do right by students who were scammed into taking out private loans to attend online for profit colleges who have committed misconduct and misrepresented themselves to the public to entice students to enroll. XXXX XXXX XXXX has sent a letter to Navient 's CEO asking to discharge these loans NOW! It's time Navient do the right thing and discharge all these predatory private loans made to attend online for profit schools.",None,"Navient Solutions, LLC.",VA,242XX,None,Consent provided,Web,05/10/24,Closed with explanation,Yes,N/A,8968549
10/01/24,Student loan,Private student loan,Dealing with your lender or servicer,Keep getting calls about your loan,Navient keeps calling my phone when Ive asked them to stop calling me. I was made aware that my loans are forgiven being that is a fraudulent loan made they the XXXX XXXXXXXX XXXX XXXXXXXX. The school had been closed for some years now. Why are they not honoring this. Its frustrating. Im ve been dealing with is for a loonnggg time. Im scared its gon na go on my credit if I dont pay this fraudulent loan.,None,"Navient Solutions, LLC.",TX,75056,None,Consent provided,Web,10/01/24,Closed with explanation,Yes,N/A,10308387
09/21/24,Student loan,Private student loan,Dealing with your lender or servicer,Received bad information about your loan,,None,"Navient Solutions, LLC.",GA,30294,None,Consent not provided,Web,09/21/24,Closed with explanation,Yes,N/A,10199455
